"P","G","Ca","L","offshore_conflict_payoff","surf_conflict_payoff","surf_accept_payoff","fight_minus_accept","offshore_implements","surf_prefers_fight"
0.5,3,1,3,35.5,9,7,2,TRUE,TRUE
0.5,3,1,4,35.5,8.5,6,2.5,TRUE,TRUE
0.5,3,1,5,35.5,8,5,3,TRUE,TRUE
0.5,3,1,6,35.5,7.5,4,3.5,TRUE,TRUE
0.5,3,2,1,35.5,9,9,0,TRUE,TRUE
0.5,3,2,2,35.5,8.5,8,0.5,TRUE,TRUE
0.5,3,2,3,35.5,8,7,1,TRUE,TRUE
0.5,3,2,4,35.5,7.5,6,1.5,TRUE,TRUE
0.5,3,2,5,35.5,7,5,2,TRUE,TRUE
0.5,3,2,6,35.5,6.5,4,2.5,TRUE,TRUE
0.5,3,3,1,35.5,8,9,-1,TRUE,FALSE
0.5,3,3,2,35.5,7.5,8,-0.5,TRUE,FALSE
0.5,3,3,3,35.5,7,7,0,TRUE,TRUE
0.5,3,3,4,35.5,6.5,6,0.5,TRUE,TRUE
0.5,3,3,5,35.5,6,5,1,TRUE,TRUE
0.5,3,3,6,35.5,5.5,4,1.5,TRUE,TRUE
0.5,3,4,1,35.5,7,9,-2,TRUE,FALSE
0.5,3,4,2,35.5,6.5,8,-1.5,TRUE,FALSE
0.5,3,4,3,35.5,6,7,-1,TRUE,FALSE
0.5,3,4,4,35.5,5.5,6,-0.5,TRUE,FALSE
0.5,3,4,5,35.5,5,5,0,TRUE,TRUE
0.5,3,4,6,35.5,4.5,4,0.5,TRUE,TRUE
0.5,3,5,1,35.5,6,9,-3,TRUE,FALSE
0.5,3,5,2,35.5,5.5,8,-2.5,TRUE,FALSE
0.5,3,5,3,35.5,5,7,-2,TRUE,FALSE
0.5,3,5,4,35.5,4.5,6,-1.5,TRUE,FALSE
0.5,3,5,5,35.5,4,5,-1,TRUE,FALSE
0.5,3,5,6,35.5,3.5,4,-0.5,TRUE,FALSE
0.5,3,6,1,35.5,5,9,-4,TRUE,FALSE
0.5,3,6,2,35.5,4.5,8,-3.5,TRUE,FALSE
0.5,3,6,3,35.5,4,7,-3,TRUE,FALSE
0.5,3,6,4,35.5,3.5,6,-2.5,TRUE,FALSE
0.5,3,6,5,35.5,3,5,-2,TRUE,FALSE
0.5,3,6,6,35.5,2.5,4,-1.5,TRUE,FALSE
0.5,4,0,1,35,11.5,9,2.5,TRUE,TRUE
0.5,4,0,2,35,11,8,3,TRUE,TRUE
0.5,4,0,3,35,10.5,7,3.5,TRUE,TRUE
0.5,4,0,4,35,10,6,4,TRUE,TRUE
0.5,4,0,5,35,9.5,5,4.5,TRUE,TRUE
0.5,4,0,6,35,9,4,5,TRUE,TRUE
0.5,4,1,1,35,10.5,9,1.5,TRUE,TRUE
0.5,4,1,2,35,10,8,2,TRUE,TRUE
0.5,4,1,3,35,9.5,7,2.5,TRUE,TRUE
0.5,4,1,4,35,9,6,3,TRUE,TRUE
0.5,4,1,5,35,8.5,5,3.5,TRUE,TRUE
0.5,4,1,6,35,8,4,4,TRUE,TRUE
0.5,4,2,1,35,9.5,9,0.5,TRUE,TRUE
0.5,4,2,2,35,9,8,1,TRUE,TRUE
0.5,4,2,3,35,8.5,7,1.5,TRUE,TRUE
0.5,4,2,4,35,8,6,2,TRUE,TRUE
0.5,4,2,5,35,7.5,5,2.5,TRUE,TRUE
0.5,4,2,6,35,7,4,3,TRUE,TRUE
0.5,4,3,1,35,8.5,9,-0.5,TRUE,FALSE
0.5,4,3,2,35,8,8,0,TRUE,TRUE
0.5,4,3,3,35,7.5,7,0.5,TRUE,TRUE
0.5,4,3,4,35,7,6,1,TRUE,TRUE
0.5,4,3,5,35,6.5,5,1.5,TRUE,TRUE
0.5,4,3,6,35,6,4,2,TRUE,TRUE
0.5,4,4,1,35,7.5,9,-1.5,TRUE,FALSE
0.5,4,4,2,35,7,8,-1,TRUE,FALSE
0.5,4,4,3,35,6.5,7,-0.5,TRUE,FALSE
0.5,4,4,4,35,6,6,0,TRUE,TRUE
0.5,4,4,5,35,5.5,5,0.5,TRUE,TRUE
0.5,4,4,6,35,5,4,1,TRUE,TRUE
0.5,4,5,1,35,6.5,9,-2.5,TRUE,FALSE
0.5,4,5,2,35,6,8,-2,TRUE,FALSE
0.5,4,5,3,35,5.5,7,-1.5,TRUE,FALSE
0.5,4,5,4,35,5,6,-1,TRUE,FALSE
0.5,4,5,5,35,4.5,5,-0.5,TRUE,FALSE
0.5,4,5,6,35,4,4,0,TRUE,TRUE
0.5,4,6,1,35,5.5,9,-3.5,TRUE,FALSE
0.5,4,6,2,35,5,8,-3,TRUE,FALSE
0.5,4,6,3,35,4.5,7,-2.5,TRUE,FALSE
0.5,4,6,4,35,4,6,-2,TRUE,FALSE
0.5,4,6,5,35,3.5,5,-1.5,TRUE,FALSE
0.5,4,6,6,35,3,4,-1,TRUE,FALSE
0.5,5,0,1,34.5,12,9,3,TRUE,TRUE
0.5,5,0,2,34.5,11.5,8,3.5,TRUE,TRUE
0.5,5,0,3,34.5,11,7,4,TRUE,TRUE
0.5,5,0,4,34.5,10.5,6,4.5,TRUE,TRUE
0.5,5,0,5,34.5,10,5,5,TRUE,TRUE
0.5,5,0,6,34.5,9.5,4,5.5,TRUE,TRUE
0.5,5,1,1,34.5,11,9,2,TRUE,TRUE
0.5,5,1,2,34.5,10.5,8,2.5,TRUE,TRUE
0.5,5,1,3,34.5,10,7,3,TRUE,TRUE
0.5,5,1,4,34.5,9.5,6,3.5,TRUE,TRUE
0.5,5,1,5,34.5,9,5,4,TRUE,TRUE
0.5,5,1,6,34.5,8.5,4,4.5,TRUE,TRUE
0.5,5,2,1,34.5,10,9,1,TRUE,TRUE
0.5,5,2,2,34.5,9.5,8,1.5,TRUE,TRUE
0.5,5,2,3,34.5,9,7,2,TRUE,TRUE
0.5,5,2,4,34.5,8.5,6,2.5,TRUE,TRUE
0.5,5,2,5,34.5,8,5,3,TRUE,TRUE
0.5,5,2,6,34.5,7.5,4,3.5,TRUE,TRUE
0.5,5,3,1,34.5,9,9,0,TRUE,TRUE
0.5,5,3,2,34.5,8.5,8,0.5,TRUE,TRUE
0.5,5,3,3,34.5,8,7,1,TRUE,TRUE
0.5,5,3,4,34.5,7.5,6,1.5,TRUE,TRUE
0.5,5,3,5,34.5,7,5,2,TRUE,TRUE
0.5,5,3,6,34.5,6.5,4,2.5,TRUE,TRUE
0.5,5,4,1,34.5,8,9,-1,TRUE,FALSE
0.5,5,4,2,34.5,7.5,8,-0.5,TRUE,FALSE
0.5,5,4,3,34.5,7,7,0,TRUE,TRUE
0.5,5,4,4,34.5,6.5,6,0.5,TRUE,TRUE
0.5,5,4,5,34.5,6,5,1,TRUE,TRUE
0.5,5,4,6,34.5,5.5,4,1.5,TRUE,TRUE
0.5,5,5,1,34.5,7,9,-2,TRUE,FALSE
0.5,5,5,2,34.5,6.5,8,-1.5,TRUE,FALSE
0.5,5,5,3,34.5,6,7,-1,TRUE,FALSE
0.5,5,5,4,34.5,5.5,6,-0.5,TRUE,FALSE
0.5,5,5,5,34.5,5,5,0,TRUE,TRUE
0.5,5,5,6,34.5,4.5,4,0.5,TRUE,TRUE
0.5,5,6,1,34.5,6,9,-3,TRUE,FALSE
0.5,5,6,2,34.5,5.5,8,-2.5,TRUE,FALSE
0.5,5,6,3,34.5,5,7,-2,TRUE,FALSE
0.5,5,6,4,34.5,4.5,6,-1.5,TRUE,FALSE
0.5,5,6,5,34.5,4,5,-1,TRUE,FALSE
0.5,5,6,6,34.5,3.5,4,-0.5,TRUE,FALSE
0.5,6,0,1,34,12.5,9,3.5,TRUE,TRUE
0.5,6,0,2,34,12,8,4,TRUE,TRUE
0.5,6,0,3,34,11.5,7,4.5,TRUE,TRUE
0.5,6,0,4,34,11,6,5,TRUE,TRUE
0.5,6,0,5,34,10.5,5,5.5,TRUE,TRUE
0.5,6,0,6,34,10,4,6,TRUE,TRUE
0.5,6,1,1,34,11.5,9,2.5,TRUE,TRUE
0.5,6,1,2,34,11,8,3,TRUE,TRUE
0.5,6,1,3,34,10.5,7,3.5,TRUE,TRUE
0.5,6,1,4,34,10,6,4,TRUE,TRUE
0.5,6,1,5,34,9.5,5,4.5,TRUE,TRUE
0.5,6,1,6,34,9,4,5,TRUE,TRUE
0.5,6,2,1,34,10.5,9,1.5,TRUE,TRUE
0.5,6,2,2,34,10,8,2,TRUE,TRUE
0.5,6,2,3,34,9.5,7,2.5,TRUE,TRUE
0.5,6,2,4,34,9,6,3,TRUE,TRUE
0.5,6,2,5,34,8.5,5,3.5,TRUE,TRUE
0.5,6,2,6,34,8,4,4,TRUE,TRUE
0.5,6,3,1,34,9.5,9,0.5,TRUE,TRUE
0.5,6,3,2,34,9,8,1,TRUE,TRUE
0.5,6,3,3,34,8.5,7,1.5,TRUE,TRUE
0.5,6,3,4,34,8,6,2,TRUE,TRUE
0.5,6,3,5,34,7.5,5,2.5,TRUE,TRUE
0.5,6,3,6,34,7,4,3,TRUE,TRUE
0.5,6,4,1,34,8.5,9,-0.5,TRUE,FALSE
0.5,6,4,2,34,8,8,0,TRUE,TRUE
0.5,6,4,3,34,7.5,7,0.5,TRUE,TRUE
0.5,6,4,4,34,7,6,1,TRUE,TRUE
0.5,6,4,5,34,6.5,5,1.5,TRUE,TRUE
0.5,6,4,6,34,6,4,2,TRUE,TRUE
0.5,6,5,1,34,7.5,9,-1.5,TRUE,FALSE
0.5,6,5,2,34,7,8,-1,TRUE,FALSE
0.5,6,5,3,34,6.5,7,-0.5,TRUE,FALSE
0.5,6,5,4,34,6,6,0,TRUE,TRUE
0.5,6,5,5,34,5.5,5,0.5,TRUE,TRUE
0.5,6,5,6,34,5,4,1,TRUE,TRUE
0.5,6,6,1,34,6.5,9,-2.5,TRUE,FALSE
0.5,6,6,2,34,6,8,-2,TRUE,FALSE
0.5,6,6,3,34,5.5,7,-1.5,TRUE,FALSE
0.5,6,6,4,34,5,6,-1,TRUE,FALSE
0.5,6,6,5,34,4.5,5,-0.5,TRUE,FALSE
0.5,6,6,6,34,4,4,0,TRUE,TRUE
0.5,7,0,1,33.5,13,9,4,TRUE,TRUE
0.5,7,0,2,33.5,12.5,8,4.5,TRUE,TRUE
0.5,7,0,3,33.5,12,7,5,TRUE,TRUE
0.5,7,0,4,33.5,11.5,6,5.5,TRUE,TRUE
0.5,7,0,5,33.5,11,5,6,TRUE,TRUE
0.5,7,0,6,33.5,10.5,4,6.5,TRUE,TRUE
0.5,7,1,1,33.5,12,9,3,TRUE,TRUE
0.5,7,1,2,33.5,11.5,8,3.5,TRUE,TRUE
0.5,7,1,3,33.5,11,7,4,TRUE,TRUE
0.5,7,1,4,33.5,10.5,6,4.5,TRUE,TRUE
0.5,7,1,5,33.5,10,5,5,TRUE,TRUE
0.5,7,1,6,33.5,9.5,4,5.5,TRUE,TRUE
0.5,7,2,1,33.5,11,9,2,TRUE,TRUE
0.5,7,2,2,33.5,10.5,8,2.5,TRUE,TRUE
0.5,7,2,3,33.5,10,7,3,TRUE,TRUE
0.5,7,2,4,33.5,9.5,6,3.5,TRUE,TRUE
0.5,7,2,5,33.5,9,5,4,TRUE,TRUE
0.5,7,2,6,33.5,8.5,4,4.5,TRUE,TRUE
0.5,7,3,1,33.5,10,9,1,TRUE,TRUE
0.5,7,3,2,33.5,9.5,8,1.5,TRUE,TRUE
0.5,7,3,3,33.5,9,7,2,TRUE,TRUE
0.5,7,3,4,33.5,8.5,6,2.5,TRUE,TRUE
0.5,7,3,5,33.5,8,5,3,TRUE,TRUE
0.5,7,3,6,33.5,7.5,4,3.5,TRUE,TRUE
0.5,7,4,1,33.5,9,9,0,TRUE,TRUE
0.5,7,4,2,33.5,8.5,8,0.5,TRUE,TRUE
0.5,7,4,3,33.5,8,7,1,TRUE,TRUE
0.5,7,4,4,33.5,7.5,6,1.5,TRUE,TRUE
0.5,7,4,5,33.5,7,5,2,TRUE,TRUE
0.5,7,4,6,33.5,6.5,4,2.5,TRUE,TRUE
0.5,7,5,1,33.5,8,9,-1,TRUE,FALSE
0.5,7,5,2,33.5,7.5,8,-0.5,TRUE,FALSE
0.5,7,5,3,33.5,7,7,0,TRUE,TRUE
0.5,7,5,4,33.5,6.5,6,0.5,TRUE,TRUE
0.5,7,5,5,33.5,6,5,1,TRUE,TRUE
0.5,7,5,6,33.5,5.5,4,1.5,TRUE,TRUE
0.5,7,6,1,33.5,7,9,-2,TRUE,FALSE
0.5,7,6,2,33.5,6.5,8,-1.5,TRUE,FALSE
0.5,7,6,3,33.5,6,7,-1,TRUE,FALSE
0.5,7,6,4,33.5,5.5,6,-0.5,TRUE,FALSE
0.5,7,6,5,33.5,5,5,0,TRUE,TRUE
0.5,7,6,6,33.5,4.5,4,0.5,TRUE,TRUE
0.5,8,0,1,33,13.5,9,4.5,TRUE,TRUE
0.5,8,0,2,33,13,8,5,TRUE,TRUE
0.5,8,0,3,33,12.5,7,5.5,TRUE,TRUE
0.5,8,0,4,33,12,6,6,TRUE,TRUE
0.5,8,0,5,33,11.5,5,6.5,TRUE,TRUE
0.5,8,0,6,33,11,4,7,TRUE,TRUE
0.5,8,1,1,33,12.5,9,3.5,TRUE,TRUE
0.5,8,1,2,33,12,8,4,TRUE,TRUE
0.5,8,1,3,33,11.5,7,4.5,TRUE,TRUE
0.5,8,1,4,33,11,6,5,TRUE,TRUE
0.5,8,1,5,33,10.5,5,5.5,TRUE,TRUE
0.5,8,1,6,33,10,4,6,TRUE,TRUE
0.5,8,2,1,33,11.5,9,2.5,TRUE,TRUE
0.5,8,2,2,33,11,8,3,TRUE,TRUE
0.5,8,2,3,33,10.5,7,3.5,TRUE,TRUE
0.5,8,2,4,33,10,6,4,TRUE,TRUE
0.5,8,2,5,33,9.5,5,4.5,TRUE,TRUE
0.5,8,2,6,33,9,4,5,TRUE,TRUE
0.5,8,3,1,33,10.5,9,1.5,TRUE,TRUE
0.5,8,3,2,33,10,8,2,TRUE,TRUE
0.5,8,3,3,33,9.5,7,2.5,TRUE,TRUE
0.5,8,3,4,33,9,6,3,TRUE,TRUE
0.5,8,3,5,33,8.5,5,3.5,TRUE,TRUE
0.5,8,3,6,33,8,4,4,TRUE,TRUE
0.5,8,4,1,33,9.5,9,0.5,TRUE,TRUE
0.5,8,4,2,33,9,8,1,TRUE,TRUE
0.5,8,4,3,33,8.5,7,1.5,TRUE,TRUE
0.5,8,4,4,33,8,6,2,TRUE,TRUE
0.5,8,4,5,33,7.5,5,2.5,TRUE,TRUE
0.5,8,4,6,33,7,4,3,TRUE,TRUE
0.5,8,5,1,33,8.5,9,-0.5,TRUE,FALSE
0.5,8,5,2,33,8,8,0,TRUE,TRUE
0.5,8,5,3,33,7.5,7,0.5,TRUE,TRUE
0.5,8,5,4,33,7,6,1,TRUE,TRUE
0.5,8,5,5,33,6.5,5,1.5,TRUE,TRUE
0.5,8,5,6,33,6,4,2,TRUE,TRUE
0.5,8,6,1,33,7.5,9,-1.5,TRUE,FALSE
0.5,8,6,2,33,7,8,-1,TRUE,FALSE
0.5,8,6,3,33,6.5,7,-0.5,TRUE,FALSE
0.5,8,6,4,33,6,6,0,TRUE,TRUE
0.5,8,6,5,33,5.5,5,0.5,TRUE,TRUE
0.5,8,6,6,33,5,4,1,TRUE,TRUE
0.6,0,0,1,45,9.4,9,0.399999999999999,TRUE,TRUE
0.6,0,0,2,45,8.8,8,0.800000000000001,TRUE,TRUE
0.6,0,0,3,45,8.2,7,1.2,TRUE,TRUE
0.6,0,0,4,45,7.6,6,1.6,TRUE,TRUE
0.6,0,0,5,45,7,5,2,TRUE,TRUE
0.6,0,0,6,45,6.4,4,2.4,TRUE,TRUE
0.6,0,1,1,45,8.4,9,-0.6,TRUE,FALSE
0.6,0,1,2,45,7.8,8,-0.199999999999999,TRUE,FALSE
0.6,0,1,3,45,7.2,7,0.199999999999999,TRUE,TRUE
0.6,0,1,4,45,6.6,6,0.6,TRUE,TRUE
0.6,0,1,5,45,6,5,1,TRUE,TRUE
0.6,0,1,6,45,5.4,4,1.4,TRUE,TRUE
0.6,0,2,1,45,7.4,9,-1.6,TRUE,FALSE
0.6,0,2,2,45,6.8,8,-1.2,TRUE,FALSE
0.6,0,2,3,45,6.2,7,-0.8,TRUE,FALSE
0.6,0,2,4,45,5.6,6,-0.4,TRUE,FALSE
0.6,0,2,5,45,5,5,0,TRUE,TRUE
0.6,0,2,6,45,4.4,4,0.4,TRUE,TRUE
0.6,0,3,1,45,6.4,9,-2.6,TRUE,FALSE
0.6,0,3,2,45,5.8,8,-2.2,TRUE,FALSE
0.6,0,3,3,45,5.2,7,-1.8,TRUE,FALSE
0.6,0,3,4,45,4.6,6,-1.4,TRUE,FALSE
0.6,0,3,5,45,4,5,-1,TRUE,FALSE
0.6,0,3,6,45,3.4,4,-0.6,TRUE,FALSE
0.6,0,4,1,45,5.4,9,-3.6,TRUE,FALSE
0.6,0,4,2,45,4.8,8,-3.2,TRUE,FALSE
0.6,0,4,3,45,4.2,7,-2.8,TRUE,FALSE
0.6,0,4,4,45,3.6,6,-2.4,TRUE,FALSE
0.6,0,4,5,45,3,5,-2,TRUE,FALSE
0.6,0,4,6,45,2.4,4,-1.6,TRUE,FALSE
0.6,0,5,1,45,4.4,9,-4.6,TRUE,FALSE
0.6,0,5,2,45,3.8,8,-4.2,TRUE,FALSE
0.6,0,5,3,45,3.2,7,-3.8,TRUE,FALSE
0.6,0,5,4,45,2.6,6,-3.4,TRUE,FALSE
0.6,0,5,5,45,2,5,-3,TRUE,FALSE
0.6,0,5,6,45,1.4,4,-2.6,TRUE,FALSE
0.6,0,6,1,45,3.4,9,-5.6,TRUE,FALSE
0.6,0,6,2,45,2.8,8,-5.2,TRUE,FALSE
0.6,0,6,3,45,2.2,7,-4.8,TRUE,FALSE
0.6,0,6,4,45,1.6,6,-4.4,TRUE,FALSE
0.6,0,6,5,45,1,5,-4,TRUE,FALSE
0.6,0,6,6,45,0.4,4,-3.6,TRUE,FALSE
0.6,1,0,1,44.4,10,9,1,TRUE,TRUE
0.6,1,0,2,44.4,9.4,8,1.4,TRUE,TRUE
0.6,1,0,3,44.4,8.8,7,1.8,TRUE,TRUE
0.6,1,0,4,44.4,8.2,6,2.2,TRUE,TRUE
0.6,1,0,5,44.4,7.6,5,2.6,TRUE,TRUE
0.6,1,0,6,44.4,7,4,3,TRUE,TRUE
0.6,1,1,1,44.4,9,9,0,TRUE,TRUE
0.6,1,1,2,44.4,8.4,8,0.4,TRUE,TRUE
0.6,1,1,3,44.4,7.8,7,0.800000000000001,TRUE,TRUE
0.6,1,1,4,44.4,7.2,6,1.2,TRUE,TRUE
0.6,1,1,5,44.4,6.6,5,1.6,TRUE,TRUE
0.6,1,1,6,44.4,6,4,2,TRUE,TRUE
0.6,1,2,1,44.4,8,9,-1,TRUE,FALSE
0.6,1,2,2,44.4,7.4,8,-0.6,TRUE,FALSE
0.6,1,2,3,44.4,6.8,7,-0.2,TRUE,FALSE
0.6,1,2,4,44.4,6.2,6,0.2,TRUE,TRUE
0.6,1,2,5,44.4,5.6,5,0.6,TRUE,TRUE
0.6,1,2,6,44.4,5,4,1,TRUE,TRUE
0.6,1,3,1,44.4,7,9,-2,TRUE,FALSE
0.6,1,3,2,44.4,6.4,8,-1.6,TRUE,FALSE
0.6,1,3,3,44.4,5.8,7,-1.2,TRUE,FALSE
0.6,1,3,4,44.4,5.2,6,-0.8,TRUE,FALSE
0.6,1,3,5,44.4,4.6,5,-0.4,TRUE,FALSE
0.6,1,3,6,44.4,4,4,0,TRUE,TRUE
0.6,1,4,1,44.4,6,9,-3,TRUE,FALSE
0.6,1,4,2,44.4,5.4,8,-2.6,TRUE,FALSE
0.6,1,4,3,44.4,4.8,7,-2.2,TRUE,FALSE
0.6,1,4,4,44.4,4.2,6,-1.8,TRUE,FALSE
0.6,1,4,5,44.4,3.6,5,-1.4,TRUE,FALSE
0.6,1,4,6,44.4,3,4,-1,TRUE,FALSE
0.6,1,5,1,44.4,5,9,-4,TRUE,FALSE
0.6,1,5,2,44.4,4.4,8,-3.6,TRUE,FALSE
0.6,1,5,3,44.4,3.8,7,-3.2,TRUE,FALSE
0.6,1,5,4,44.4,3.2,6,-2.8,TRUE,FALSE
0.6,1,5,5,44.4,2.6,5,-2.4,TRUE,FALSE
0.6,1,5,6,44.4,2,4,-2,TRUE,FALSE
0.6,1,6,1,44.4,4,9,-5,TRUE,FALSE
0.6,1,6,2,44.4,3.4,8,-4.6,TRUE,FALSE
0.6,1,6,3,44.4,2.8,7,-4.2,TRUE,FALSE
0.6,1,6,4,44.4,2.2,6,-3.8,TRUE,FALSE
0.6,1,6,5,44.4,1.6,5,-3.4,TRUE,FALSE
0.6,1,6,6,44.4,1,4,-3,TRUE,FALSE
0.6,2,0,1,43.8,10.6,9,1.6,TRUE,TRUE
0.6,2,0,2,43.8,10,8,2,TRUE,TRUE
0.6,2,0,3,43.8,9.4,7,2.4,TRUE,TRUE
0.6,2,0,4,43.8,8.8,6,2.8,TRUE,TRUE
0.6,2,0,5,43.8,8.2,5,3.2,TRUE,TRUE
0.6,2,0,6,43.8,7.6,4,3.6,TRUE,TRUE
0.6,2,1,1,43.8,9.6,9,0.6,TRUE,TRUE
0.6,2,1,2,43.8,9,8,1,TRUE,TRUE
0.6,2,1,3,43.8,8.4,7,1.4,TRUE,TRUE
0.6,2,1,4,43.8,7.8,6,1.8,TRUE,TRUE
0.6,2,1,5,43.8,7.2,5,2.2,TRUE,TRUE
0.6,2,1,6,43.8,6.6,4,2.6,TRUE,TRUE
0.6,2,2,1,43.8,8.6,9,-0.4,TRUE,FALSE
0.6,2,2,2,43.8,8,8,0,TRUE,TRUE
0.6,2,2,3,43.8,7.4,7,0.4,TRUE,TRUE
0.6,2,2,4,43.8,6.8,6,0.8,TRUE,TRUE
0.6,2,2,5,43.8,6.2,5,1.2,TRUE,TRUE
0.6,2,2,6,43.8,5.6,4,1.6,TRUE,TRUE
0.6,2,3,1,43.8,7.6,9,-1.4,TRUE,FALSE
0.6,2,3,2,43.8,7,8,-1,TRUE,FALSE
0.6,2,3,3,43.8,6.4,7,-0.6,TRUE,FALSE
0.6,2,3,4,43.8,5.8,6,-0.199999999999999,TRUE,FALSE
0.6,2,3,5,43.8,5.2,5,0.2,TRUE,TRUE
0.6,2,3,6,43.8,4.6,4,0.6,TRUE,TRUE
0.6,2,4,1,43.8,6.6,9,-2.4,TRUE,FALSE
0.6,2,4,2,43.8,6,8,-2,TRUE,FALSE
0.6,2,4,3,43.8,5.4,7,-1.6,TRUE,FALSE
0.6,2,4,4,43.8,4.8,6,-1.2,TRUE,FALSE
0.6,2,4,5,43.8,4.2,5,-0.8,TRUE,FALSE
0.6,2,4,6,43.8,3.6,4,-0.399999999999999,TRUE,FALSE
0.6,2,5,1,43.8,5.6,9,-3.4,TRUE,FALSE
0.6,2,5,2,43.8,5,8,-3,TRUE,FALSE
0.6,2,5,3,43.8,4.4,7,-2.6,TRUE,FALSE
0.6,2,5,4,43.8,3.8,6,-2.2,TRUE,FALSE
0.6,2,5,5,43.8,3.2,5,-1.8,TRUE,FALSE
0.6,2,5,6,43.8,2.6,4,-1.4,TRUE,FALSE
0.6,2,6,1,43.8,4.6,9,-4.4,TRUE,FALSE
0.6,2,6,2,43.8,4,8,-4,TRUE,FALSE
0.6,2,6,3,43.8,3.4,7,-3.6,TRUE,FALSE
0.6,2,6,4,43.8,2.8,6,-3.2,TRUE,FALSE
0.6,2,6,5,43.8,2.2,5,-2.8,TRUE,FALSE
0.6,2,6,6,43.8,1.6,4,-2.4,TRUE,FALSE
0.6,3,0,1,43.2,11.2,9,2.2,TRUE,TRUE
0.6,3,0,2,43.2,10.6,8,2.6,TRUE,TRUE
0.6,3,0,3,43.2,10,7,3,TRUE,TRUE
0.6,3,0,4,43.2,9.4,6,3.4,TRUE,TRUE
0.6,3,0,5,43.2,8.8,5,3.8,TRUE,TRUE
0.6,3,0,6,43.2,8.2,4,4.2,TRUE,TRUE
0.6,3,1,1,43.2,10.2,9,1.2,TRUE,TRUE
0.6,3,1,2,43.2,9.6,8,1.6,TRUE,TRUE
0.6,3,1,3,43.2,9,7,2,TRUE,TRUE
0.6,3,1,4,43.2,8.4,6,2.4,TRUE,TRUE
0.6,3,1,5,43.2,7.8,5,2.8,TRUE,TRUE
0.6,3,1,6,43.2,7.2,4,3.2,TRUE,TRUE
0.6,3,2,1,43.2,9.2,9,0.199999999999999,TRUE,TRUE
0.6,3,2,2,43.2,8.6,8,0.6,TRUE,TRUE
0.6,3,2,3,43.2,8,7,1,TRUE,TRUE
0.6,3,2,4,43.2,7.4,6,1.4,TRUE,TRUE
0.6,3,2,5,43.2,6.8,5,1.8,TRUE,TRUE
0.6,3,2,6,43.2,6.2,4,2.2,TRUE,TRUE
0.6,3,3,1,43.2,8.2,9,-0.800000000000001,TRUE,FALSE
0.6,3,3,2,43.2,7.6,8,-0.4,TRUE,FALSE
0.6,3,3,3,43.2,7,7,0,TRUE,TRUE
0.6,3,3,4,43.2,6.4,6,0.4,TRUE,TRUE
0.6,3,3,5,43.2,5.8,5,0.800000000000001,TRUE,TRUE
0.6,3,3,6,43.2,5.2,4,1.2,TRUE,TRUE
0.6,3,4,1,43.2,7.2,9,-1.8,TRUE,FALSE
0.6,3,4,2,43.2,6.6,8,-1.4,TRUE,FALSE
0.6,3,4,3,43.2,6,7,-1,TRUE,FALSE
0.6,3,4,4,43.2,5.4,6,-0.6,TRUE,FALSE
0.6,3,4,5,43.2,4.8,5,-0.199999999999999,TRUE,FALSE
0.6,3,4,6,43.2,4.2,4,0.2,TRUE,TRUE
0.6,3,5,1,43.2,6.2,9,-2.8,TRUE,FALSE
0.6,3,5,2,43.2,5.6,8,-2.4,TRUE,FALSE
0.6,3,5,3,43.2,5,7,-2,TRUE,FALSE
0.6,3,5,4,43.2,4.4,6,-1.6,TRUE,FALSE
0.6,3,5,5,43.2,3.8,5,-1.2,TRUE,FALSE
0.6,3,5,6,43.2,3.2,4,-0.8,TRUE,FALSE
0.6,3,6,1,43.2,5.2,9,-3.8,TRUE,FALSE
0.6,3,6,2,43.2,4.6,8,-3.4,TRUE,FALSE
0.6,3,6,3,43.2,4,7,-3,TRUE,FALSE
0.6,3,6,4,43.2,3.4,6,-2.6,TRUE,FALSE
0.6,3,6,5,43.2,2.8,5,-2.2,TRUE,FALSE
0.6,3,6,6,43.2,2.2,4,-1.8,TRUE,FALSE
0.6,4,0,1,42.6,11.8,9,2.8,TRUE,TRUE
0.6,4,0,2,42.6,11.2,8,3.2,TRUE,TRUE
0.6,4,0,3,42.6,10.6,7,3.6,TRUE,TRUE
0.6,4,0,4,42.6,10,6,4,TRUE,TRUE
0.6,4,0,5,42.6,9.4,5,4.4,TRUE,TRUE
0.6,4,0,6,42.6,8.8,4,4.8,TRUE,TRUE
0.6,4,1,1,42.6,10.8,9,1.8,TRUE,TRUE
0.6,4,1,2,42.6,10.2,8,2.2,TRUE,TRUE
0.6,4,1,3,42.6,9.6,7,2.6,TRUE,TRUE
0.6,4,1,4,42.6,9,6,3,TRUE,TRUE
0.6,4,1,5,42.6,8.4,5,3.4,TRUE,TRUE
0.6,4,1,6,42.6,7.8,4,3.8,TRUE,TRUE
0.6,4,2,1,42.6,9.8,9,0.800000000000001,TRUE,TRUE
0.6,4,2,2,42.6,9.2,8,1.2,TRUE,TRUE
0.6,4,2,3,42.6,8.6,7,1.6,TRUE,TRUE
0.6,4,2,4,42.6,8,6,2,TRUE,TRUE
0.6,4,2,5,42.6,7.4,5,2.4,TRUE,TRUE
0.6,4,2,6,42.6,6.8,4,2.8,TRUE,TRUE
0.6,4,3,1,42.6,8.8,9,-0.199999999999999,TRUE,FALSE
