Ca,Cs,equilibrium
0.0,0.0,Implement / Fight
0.0,1.0101010101010102,Implement / Fight
0.0,2.0202020202020203,Implement / Fight
0.0,3.0303030303030303,Implement / Fight
0.0,4.040404040404041,Implement / Fight
0.0,5.050505050505051,Implement / Fight
0.0,6.0606060606060606,Implement / Fight
0.0,7.070707070707071,Implement / Fight
0.0,8.080808080808081,Implement / Fight
0.0,9.090909090909092,Implement / Fight
0.0,10.101010101010102,Implement / Fight
0.0,11.111111111111112,Implement / Fight
0.0,12.121212121212121,Implement / Fight
0.0,13.131313131313131,Implement / Fight
0.0,14.141414141414142,Implement / Fight
0.0,15.151515151515152,Implement / Fight
0.0,16.161616161616163,Implement / Fight
0.0,17.171717171717173,Implement / Fight
0.0,18.181818181818183,Implement / Fight
0.0,19.191919191919194,Implement / Fight
0.0,20.202020202020204,Implement / Fight
0.0,21.212121212121215,Implement / Fight
0.0,22.222222222222225,Implement / Fight
0.0,23.232323232323235,Implement / Fight
0.0,24.242424242424242,Implement / Fight
0.0,25.252525252525253,Implement / Fight
0.0,26.262626262626263,Implement / Fight
0.0,27.272727272727273,Implement / Fight
0.0,28.282828282828284,Implement / Fight
0.0,29.292929292929294,Implement / Fight
0.0,30.303030303030305,Implement / Fight
0.0,31.313131313131315,Implement / Fight
0.0,32.323232323232325,Implement / Fight
0.0,33.333333333333336,Implement / Fight
0.0,34.343434343434346,Implement / Fight
0.0,35.35353535353536,Implement / Fight
0.0,36.36363636363637,Implement / Fight
0.0,37.37373737373738,Implement / Fight
0.0,38.38383838383839,Withdraw / Fight
0.0,39.3939393939394,Withdraw / Fight
0.0,40.40404040404041,Withdraw / Fight
0.0,41.41414141414142,Withdraw / Fight
0.0,42.42424242424243,Withdraw / Fight
0.0,43.43434343434344,Withdraw / Fight
0.0,44.44444444444445,Withdraw / Fight
0.0,45.45454545454546,Withdraw / Fight
0.0,46.46464646464647,Withdraw / Fight
0.0,47.47474747474748,Withdraw / Fight
0.0,48.484848484848484,Withdraw / Fight
0.0,49.494949494949495,Withdraw / Fight
0.0,50.505050505050505,Withdraw / Fight
0.0,51.515151515151516,Withdraw / Fight
0.0,52.525252525252526,Withdraw / Fight
0.0,53.535353535353536,Withdraw / Fight
0.0,54.54545454545455,Withdraw / Fight
0.0,55.55555555555556,Withdraw / Fight
0.0,56.56565656565657,Withdraw / Fight
0.0,57.57575757575758,Withdraw / Fight
0.0,58.58585858585859,Withdraw / Fight
0.0,59.5959595959596,Withdraw / Fight
0.0,60.60606060606061,Withdraw / Fight
0.0,61.61616161616162,Withdraw / Fight
0.0,62.62626262626263,Withdraw / Fight
0.0,63.63636363636364,Withdraw / Fight
0.0,64.64646464646465,Withdraw / Fight
0.0,65.65656565656566,Withdraw / Fight
0.0,66.66666666666667,Withdraw / Fight
0.0,67.67676767676768,Withdraw / Fight
0.0,68.68686868686869,Withdraw / Fight
0.0,69.6969696969697,Withdraw / Fight
0.0,70.70707070707071,Withdraw / Fight
0.0,71.71717171717172,Withdraw / Fight
0.0,72.72727272727273,Withdraw / Fight
0.0,73.73737373737374,Withdraw / Fight
0.0,74.74747474747475,Withdraw / Fight
0.0,75.75757575757576,Withdraw / Fight
0.0,76.76767676767678,Withdraw / Fight
0.0,77.77777777777779,Withdraw / Fight
0.0,78.7878787878788,Withdraw / Fight
0.0,79.7979797979798,Withdraw / Fight
0.0,80.80808080808082,Withdraw / Fight
0.0,81.81818181818183,Withdraw / Fight
0.0,82.82828282828284,Withdraw / Fight
0.0,83.83838383838385,Withdraw / Fight
0.0,84.84848484848486,Withdraw / Fight
0.0,85.85858585858587,Withdraw / Fight
0.0,86.86868686868688,Withdraw / Fight
0.0,87.87878787878789,Withdraw / Fight
0.0,88.8888888888889,Withdraw / Fight
0.0,89.89898989898991,Withdraw / Fight
0.0,90.90909090909092,Withdraw / Fight
0.0,91.91919191919193,Withdraw / Fight
0.0,92.92929292929294,Withdraw / Fight
0.0,93.93939393939395,Withdraw / Fight
0.0,94.94949494949496,Withdraw / Fight
0.0,95.95959595959597,Withdraw / Fight
0.0,96.96969696969697,Withdraw / Fight
0.0,97.97979797979798,Withdraw / Fight
0.0,98.98989898989899,Withdraw / Fight
0.0,100.0,Withdraw / Fight
0.2222222222222222,0.0,Implement / Fight
0.2222222222222222,1.0101010101010102,Implement / Fight
0.2222222222222222,2.0202020202020203,Implement / Fight
0.2222222222222222,3.0303030303030303,Implement / Fight
0.2222222222222222,4.040404040404041,Implement / Fight
0.2222222222222222,5.050505050505051,Implement / Fight
0.2222222222222222,6.0606060606060606,Implement / Fight
0.2222222222222222,7.070707070707071,Implement / Fight
0.2222222222222222,8.080808080808081,Implement / Fight
0.2222222222222222,9.090909090909092,Implement / Fight
0.2222222222222222,10.101010101010102,Implement / Fight
0.2222222222222222,11.111111111111112,Implement / Fight
0.2222222222222222,12.121212121212121,Implement / Fight
0.2222222222222222,13.131313131313131,Implement / Fight
0.2222222222222222,14.141414141414142,Implement / Fight
0.2222222222222222,15.151515151515152,Implement / Fight
0.2222222222222222,16.161616161616163,Implement / Fight
0.2222222222222222,17.171717171717173,Implement / Fight
0.2222222222222222,18.181818181818183,Implement / Fight
0.2222222222222222,19.191919191919194,Implement / Fight
0.2222222222222222,20.202020202020204,Implement / Fight
0.2222222222222222,21.212121212121215,Implement / Fight
0.2222222222222222,22.222222222222225,Implement / Fight
0.2222222222222222,23.232323232323235,Implement / Fight
0.2222222222222222,24.242424242424242,Implement / Fight
0.2222222222222222,25.252525252525253,Implement / Fight
0.2222222222222222,26.262626262626263,Implement / Fight
0.2222222222222222,27.272727272727273,Implement / Fight
0.2222222222222222,28.282828282828284,Implement / Fight
0.2222222222222222,29.292929292929294,Implement / Fight
0.2222222222222222,30.303030303030305,Implement / Fight
0.2222222222222222,31.313131313131315,Implement / Fight
0.2222222222222222,32.323232323232325,Implement / Fight
0.2222222222222222,33.333333333333336,Implement / Fight
0.2222222222222222,34.343434343434346,Implement / Fight
0.2222222222222222,35.35353535353536,Implement / Fight
0.2222222222222222,36.36363636363637,Implement / Fight
0.2222222222222222,37.37373737373738,Implement / Fight
0.2222222222222222,38.38383838383839,Absence of Pure Equilibrium
0.2222222222222222,39.3939393939394,Absence of Pure Equilibrium
0.2222222222222222,40.40404040404041,Absence of Pure Equilibrium
0.2222222222222222,41.41414141414142,Absence of Pure Equilibrium
0.2222222222222222,42.42424242424243,Absence of Pure Equilibrium
0.2222222222222222,43.43434343434344,Absence of Pure Equilibrium
0.2222222222222222,44.44444444444445,Absence of Pure Equilibrium
0.2222222222222222,45.45454545454546,Absence of Pure Equilibrium
0.2222222222222222,46.46464646464647,Absence of Pure Equilibrium
0.2222222222222222,47.47474747474748,Absence of Pure Equilibrium
0.2222222222222222,48.484848484848484,Absence of Pure Equilibrium
0.2222222222222222,49.494949494949495,Absence of Pure Equilibrium
0.2222222222222222,50.505050505050505,Absence of Pure Equilibrium
0.2222222222222222,51.515151515151516,Absence of Pure Equilibrium
0.2222222222222222,52.525252525252526,Absence of Pure Equilibrium
0.2222222222222222,53.535353535353536,Absence of Pure Equilibrium
0.2222222222222222,54.54545454545455,Absence of Pure Equilibrium
0.2222222222222222,55.55555555555556,Absence of Pure Equilibrium
0.2222222222222222,56.56565656565657,Absence of Pure Equilibrium
0.2222222222222222,57.57575757575758,Absence of Pure Equilibrium
0.2222222222222222,58.58585858585859,Absence of Pure Equilibrium
0.2222222222222222,59.5959595959596,Absence of Pure Equilibrium
0.2222222222222222,60.60606060606061,Absence of Pure Equilibrium
0.2222222222222222,61.61616161616162,Absence of Pure Equilibrium
0.2222222222222222,62.62626262626263,Absence of Pure Equilibrium
0.2222222222222222,63.63636363636364,Absence of Pure Equilibrium
0.2222222222222222,64.64646464646465,Absence of Pure Equilibrium
0.2222222222222222,65.65656565656566,Absence of Pure Equilibrium
0.2222222222222222,66.66666666666667,Absence of Pure Equilibrium
0.2222222222222222,67.67676767676768,Absence of Pure Equilibrium
0.2222222222222222,68.68686868686869,Absence of Pure Equilibrium
0.2222222222222222,69.6969696969697,Absence of Pure Equilibrium
0.2222222222222222,70.70707070707071,Absence of Pure Equilibrium
0.2222222222222222,71.71717171717172,Absence of Pure Equilibrium
0.2222222222222222,72.72727272727273,Absence of Pure Equilibrium
0.2222222222222222,73.73737373737374,Absence of Pure Equilibrium
0.2222222222222222,74.74747474747475,Absence of Pure Equilibrium
0.2222222222222222,75.75757575757576,Absence of Pure Equilibrium
0.2222222222222222,76.76767676767678,Absence of Pure Equilibrium
0.2222222222222222,77.77777777777779,Absence of Pure Equilibrium
0.2222222222222222,78.7878787878788,Absence of Pure Equilibrium
0.2222222222222222,79.7979797979798,Absence of Pure Equilibrium
0.2222222222222222,80.80808080808082,Absence of Pure Equilibrium
0.2222222222222222,81.81818181818183,Absence of Pure Equilibrium
0.2222222222222222,82.82828282828284,Absence of Pure Equilibrium
0.2222222222222222,83.83838383838385,Absence of Pure Equilibrium
0.2222222222222222,84.84848484848486,Absence of Pure Equilibrium
0.2222222222222222,85.85858585858587,Absence of Pure Equilibrium
0.2222222222222222,86.86868686868688,Absence of Pure Equilibrium
0.2222222222222222,87.87878787878789,Absence of Pure Equilibrium
0.2222222222222222,88.8888888888889,Absence of Pure Equilibrium
0.2222222222222222,89.89898989898991,Absence of Pure Equilibrium
0.2222222222222222,90.90909090909092,Absence of Pure Equilibrium
0.2222222222222222,91.91919191919193,Absence of Pure Equilibrium
0.2222222222222222,92.92929292929294,Absence of Pure Equilibrium
0.2222222222222222,93.93939393939395,Absence of Pure Equilibrium
0.2222222222222222,94.94949494949496,Absence of Pure Equilibrium
0.2222222222222222,95.95959595959597,Absence of Pure Equilibrium
0.2222222222222222,96.96969696969697,Absence of Pure Equilibrium
0.2222222222222222,97.97979797979798,Absence of Pure Equilibrium
0.2222222222222222,98.98989898989899,Absence of Pure Equilibrium
0.2222222222222222,100.0,Absence of Pure Equilibrium
0.4444444444444444,0.0,Implement / Fight
0.4444444444444444,1.0101010101010102,Implement / Fight
0.4444444444444444,2.0202020202020203,Implement / Fight
0.4444444444444444,3.0303030303030303,Implement / Fight
0.4444444444444444,4.040404040404041,Implement / Fight
0.4444444444444444,5.050505050505051,Implement / Fight
0.4444444444444444,6.0606060606060606,Implement / Fight
0.4444444444444444,7.070707070707071,Implement / Fight
0.4444444444444444,8.080808080808081,Implement / Fight
0.4444444444444444,9.090909090909092,Implement / Fight
0.4444444444444444,10.101010101010102,Implement / Fight
0.4444444444444444,11.111111111111112,Implement / Fight
0.4444444444444444,12.121212121212121,Implement / Fight
0.4444444444444444,13.131313131313131,Implement / Fight
0.4444444444444444,14.141414141414142,Implement / Fight
0.4444444444444444,15.151515151515152,Implement / Fight
0.4444444444444444,16.161616161616163,Implement / Fight
0.4444444444444444,17.171717171717173,Implement / Fight
0.4444444444444444,18.181818181818183,Implement / Fight
0.4444444444444444,19.191919191919194,Implement / Fight
0.4444444444444444,20.202020202020204,Implement / Fight
0.4444444444444444,21.212121212121215,Implement / Fight
0.4444444444444444,22.222222222222225,Implement / Fight
0.4444444444444444,23.232323232323235,Implement / Fight
0.4444444444444444,24.242424242424242,Implement / Fight
0.4444444444444444,25.252525252525253,Implement / Fight
0.4444444444444444,26.262626262626263,Implement / Fight
0.4444444444444444,27.272727272727273,Implement / Fight
0.4444444444444444,28.282828282828284,Implement / Fight
0.4444444444444444,29.292929292929294,Implement / Fight
0.4444444444444444,30.303030303030305,Implement / Fight
0.4444444444444444,31.313131313131315,Implement / Fight
0.4444444444444444,32.323232323232325,Implement / Fight
0.4444444444444444,33.333333333333336,Implement / Fight
0.4444444444444444,34.343434343434346,Implement / Fight
0.4444444444444444,35.35353535353536,Implement / Fight
0.4444444444444444,36.36363636363637,Implement / Fight
0.4444444444444444,37.37373737373738,Implement / Fight
0.4444444444444444,38.38383838383839,Absence of Pure Equilibrium
0.4444444444444444,39.3939393939394,Absence of Pure Equilibrium
0.4444444444444444,40.40404040404041,Absence of Pure Equilibrium
0.4444444444444444,41.41414141414142,Absence of Pure Equilibrium
0.4444444444444444,42.42424242424243,Absence of Pure Equilibrium
0.4444444444444444,43.43434343434344,Absence of Pure Equilibrium
0.4444444444444444,44.44444444444445,Absence of Pure Equilibrium
0.4444444444444444,45.45454545454546,Absence of Pure Equilibrium
0.4444444444444444,46.46464646464647,Absence of Pure Equilibrium
0.4444444444444444,47.47474747474748,Absence of Pure Equilibrium
0.4444444444444444,48.484848484848484,Absence of Pure Equilibrium
0.4444444444444444,49.494949494949495,Absence of Pure Equilibrium
0.4444444444444444,50.505050505050505,Absence of Pure Equilibrium
0.4444444444444444,51.515151515151516,Absence of Pure Equilibrium
0.4444444444444444,52.525252525252526,Absence of Pure Equilibrium
0.4444444444444444,53.535353535353536,Absence of Pure Equilibrium
0.4444444444444444,54.54545454545455,Absence of Pure Equilibrium
0.4444444444444444,55.55555555555556,Absence of Pure Equilibrium
0.4444444444444444,56.56565656565657,Absence of Pure Equilibrium
0.4444444444444444,57.57575757575758,Absence of Pure Equilibrium
0.4444444444444444,58.58585858585859,Absence of Pure Equilibrium
0.4444444444444444,59.5959595959596,Absence of Pure Equilibrium
0.4444444444444444,60.60606060606061,Absence of Pure Equilibrium
0.4444444444444444,61.61616161616162,Absence of Pure Equilibrium
0.4444444444444444,62.62626262626263,Absence of Pure Equilibrium
0.4444444444444444,63.63636363636364,Absence of Pure Equilibrium
0.4444444444444444,64.64646464646465,Absence of Pure Equilibrium
0.4444444444444444,65.65656565656566,Absence of Pure Equilibrium
0.4444444444444444,66.66666666666667,Absence of Pure Equilibrium
0.4444444444444444,67.67676767676768,Absence of Pure Equilibrium
0.4444444444444444,68.68686868686869,Absence of Pure Equilibrium
0.4444444444444444,69.6969696969697,Absence of Pure Equilibrium
0.4444444444444444,70.70707070707071,Absence of Pure Equilibrium
0.4444444444444444,71.71717171717172,Absence of Pure Equilibrium
0.4444444444444444,72.72727272727273,Absence of Pure Equilibrium
0.4444444444444444,73.73737373737374,Absence of Pure Equilibrium
0.4444444444444444,74.74747474747475,Absence of Pure Equilibrium
0.4444444444444444,75.75757575757576,Absence of Pure Equilibrium
0.4444444444444444,76.76767676767678,Absence of Pure Equilibrium
0.4444444444444444,77.77777777777779,Absence of Pure Equilibrium
0.4444444444444444,78.7878787878788,Absence of Pure Equilibrium
0.4444444444444444,79.7979797979798,Absence of Pure Equilibrium
0.4444444444444444,80.80808080808082,Absence of Pure Equilibrium
0.4444444444444444,81.81818181818183,Absence of Pure Equilibrium
0.4444444444444444,82.82828282828284,Absence of Pure Equilibrium
0.4444444444444444,83.83838383838385,Absence of Pure Equilibrium
0.4444444444444444,84.84848484848486,Absence of Pure Equilibrium
0.4444444444444444,85.85858585858587,Absence of Pure Equilibrium
0.4444444444444444,86.86868686868688,Absence of Pure Equilibrium
0.4444444444444444,87.87878787878789,Absence of Pure Equilibrium
0.4444444444444444,88.8888888888889,Absence of Pure Equilibrium
0.4444444444444444,89.89898989898991,Absence of Pure Equilibrium
0.4444444444444444,90.90909090909092,Absence of Pure Equilibrium
0.4444444444444444,91.91919191919193,Absence of Pure Equilibrium
0.4444444444444444,92.92929292929294,Absence of Pure Equilibrium
0.4444444444444444,93.93939393939395,Absence of Pure Equilibrium
0.4444444444444444,94.94949494949496,Absence of Pure Equilibrium
0.4444444444444444,95.95959595959597,Absence of Pure Equilibrium
0.4444444444444444,96.96969696969697,Absence of Pure Equilibrium
0.4444444444444444,97.97979797979798,Absence of Pure Equilibrium
0.4444444444444444,98.98989898989899,Absence of Pure Equilibrium
0.4444444444444444,100.0,Absence of Pure Equilibrium
0.6666666666666666,0.0,Implement / Fight
0.6666666666666666,1.0101010101010102,Implement / Fight
0.6666666666666666,2.0202020202020203,Implement / Fight
0.6666666666666666,3.0303030303030303,Implement / Fight
0.6666666666666666,4.040404040404041,Implement / Fight
0.6666666666666666,5.050505050505051,Implement / Fight
0.6666666666666666,6.0606060606060606,Implement / Fight
0.6666666666666666,7.070707070707071,Implement / Fight
0.6666666666666666,8.080808080808081,Implement / Fight
0.6666666666666666,9.090909090909092,Implement / Fight
0.6666666666666666,10.101010101010102,Implement / Fight
0.6666666666666666,11.111111111111112,Implement / Fight
0.6666666666666666,12.121212121212121,Implement / Fight
0.6666666666666666,13.131313131313131,Implement / Fight
0.6666666666666666,14.141414141414142,Implement / Fight
0.6666666666666666,15.151515151515152,Implement / Fight
0.6666666666666666,16.161616161616163,Implement / Fight
0.6666666666666666,17.171717171717173,Implement / Fight
0.6666666666666666,18.181818181818183,Implement / Fight
0.6666666666666666,19.191919191919194,Implement / Fight
0.6666666666666666,20.202020202020204,Implement / Fight
0.6666666666666666,21.212121212121215,Implement / Fight
0.6666666666666666,22.222222222222225,Implement / Fight
0.6666666666666666,23.232323232323235,Implement / Fight
0.6666666666666666,24.242424242424242,Implement / Fight
0.6666666666666666,25.252525252525253,Implement / Fight
0.6666666666666666,26.262626262626263,Implement / Fight
0.6666666666666666,27.272727272727273,Implement / Fight
0.6666666666666666,28.282828282828284,Implement / Fight
0.6666666666666666,29.292929292929294,Implement / Fight
0.6666666666666666,30.303030303030305,Implement / Fight
0.6666666666666666,31.313131313131315,Implement / Fight
0.6666666666666666,32.323232323232325,Implement / Fight
0.6666666666666666,33.333333333333336,Implement / Fight
0.6666666666666666,34.343434343434346,Implement / Fight
0.6666666666666666,35.35353535353536,Implement / Fight
0.6666666666666666,36.36363636363637,Implement / Fight
0.6666666666666666,37.37373737373738,Implement / Fight
0.6666666666666666,38.38383838383839,Absence of Pure Equilibrium
0.6666666666666666,39.3939393939394,Absence of Pure Equilibrium
0.6666666666666666,40.40404040404041,Absence of Pure Equilibrium
0.6666666666666666,41.41414141414142,Absence of Pure Equilibrium
0.6666666666666666,42.42424242424243,Absence of Pure Equilibrium
0.6666666666666666,43.43434343434344,Absence of Pure Equilibrium
0.6666666666666666,44.44444444444445,Absence of Pure Equilibrium
0.6666666666666666,45.45454545454546,Absence of Pure Equilibrium
0.6666666666666666,46.46464646464647,Absence of Pure Equilibrium
0.6666666666666666,47.47474747474748,Absence of Pure Equilibrium
0.6666666666666666,48.484848484848484,Absence of Pure Equilibrium
0.6666666666666666,49.494949494949495,Absence of Pure Equilibrium
0.6666666666666666,50.505050505050505,Absence of Pure Equilibrium
0.6666666666666666,51.515151515151516,Absence of Pure Equilibrium
0.6666666666666666,52.525252525252526,Absence of Pure Equilibrium
0.6666666666666666,53.535353535353536,Absence of Pure Equilibrium
0.6666666666666666,54.54545454545455,Absence of Pure Equilibrium
0.6666666666666666,55.55555555555556,Absence of Pure Equilibrium
0.6666666666666666,56.56565656565657,Absence of Pure Equilibrium
0.6666666666666666,57.57575757575758,Absence of Pure Equilibrium
0.6666666666666666,58.58585858585859,Absence of Pure Equilibrium
0.6666666666666666,59.5959595959596,Absence of Pure Equilibrium
0.6666666666666666,60.60606060606061,Absence of Pure Equilibrium
0.6666666666666666,61.61616161616162,Absence of Pure Equilibrium
0.6666666666666666,62.62626262626263,Absence of Pure Equilibrium
0.6666666666666666,63.63636363636364,Absence of Pure Equilibrium
0.6666666666666666,64.64646464646465,Absence of Pure Equilibrium
0.6666666666666666,65.65656565656566,Absence of Pure Equilibrium
0.6666666666666666,66.66666666666667,Absence of Pure Equilibrium
0.6666666666666666,67.67676767676768,Absence of Pure Equilibrium
0.6666666666666666,68.68686868686869,Absence of Pure Equilibrium
0.6666666666666666,69.6969696969697,Absence of Pure Equilibrium
0.6666666666666666,70.70707070707071,Absence of Pure Equilibrium
0.6666666666666666,71.71717171717172,Absence of Pure Equilibrium
0.6666666666666666,72.72727272727273,Absence of Pure Equilibrium
0.6666666666666666,73.73737373737374,Absence of Pure Equilibrium
0.6666666666666666,74.74747474747475,Absence of Pure Equilibrium
0.6666666666666666,75.75757575757576,Absence of Pure Equilibrium
0.6666666666666666,76.76767676767678,Absence of Pure Equilibrium
0.6666666666666666,77.77777777777779,Absence of Pure Equilibrium
0.6666666666666666,78.7878787878788,Absence of Pure Equilibrium
0.6666666666666666,79.7979797979798,Absence of Pure Equilibrium
0.6666666666666666,80.80808080808082,Absence of Pure Equilibrium
0.6666666666666666,81.81818181818183,Absence of Pure Equilibrium
0.6666666666666666,82.82828282828284,Absence of Pure Equilibrium
0.6666666666666666,83.83838383838385,Absence of Pure Equilibrium
0.6666666666666666,84.84848484848486,Absence of Pure Equilibrium
0.6666666666666666,85.85858585858587,Absence of Pure Equilibrium
0.6666666666666666,86.86868686868688,Absence of Pure Equilibrium
0.6666666666666666,87.87878787878789,Absence of Pure Equilibrium
0.6666666666666666,88.8888888888889,Absence of Pure Equilibrium
0.6666666666666666,89.89898989898991,Absence of Pure Equilibrium
0.6666666666666666,90.90909090909092,Absence of Pure Equilibrium
0.6666666666666666,91.91919191919193,Absence of Pure Equilibrium
0.6666666666666666,92.92929292929294,Absence of Pure Equilibrium
0.6666666666666666,93.93939393939395,Absence of Pure Equilibrium
0.6666666666666666,94.94949494949496,Absence of Pure Equilibrium
0.6666666666666666,95.95959595959597,Absence of Pure Equilibrium
0.6666666666666666,96.96969696969697,Absence of Pure Equilibrium
0.6666666666666666,97.97979797979798,Absence of Pure Equilibrium
0.6666666666666666,98.98989898989899,Absence of Pure Equilibrium
0.6666666666666666,100.0,Absence of Pure Equilibrium
0.8888888888888888,0.0,Implement / Fight
0.8888888888888888,1.0101010101010102,Implement / Fight
0.8888888888888888,2.0202020202020203,Implement / Fight
0.8888888888888888,3.0303030303030303,Implement / Fight
0.8888888888888888,4.040404040404041,Implement / Fight
0.8888888888888888,5.050505050505051,Implement / Fight
0.8888888888888888,6.0606060606060606,Implement / Fight
0.8888888888888888,7.070707070707071,Implement / Fight
0.8888888888888888,8.080808080808081,Implement / Fight
0.8888888888888888,9.090909090909092,Implement / Fight
0.8888888888888888,10.101010101010102,Implement / Fight
0.8888888888888888,11.111111111111112,Implement / Fight
0.8888888888888888,12.121212121212121,Implement / Fight
0.8888888888888888,13.131313131313131,Implement / Fight
0.8888888888888888,14.141414141414142,Implement / Fight
0.8888888888888888,15.151515151515152,Implement / Fight
0.8888888888888888,16.161616161616163,Implement / Fight
0.8888888888888888,17.171717171717173,Implement / Fight
0.8888888888888888,18.181818181818183,Implement / Fight
0.8888888888888888,19.191919191919194,Implement / Fight
0.8888888888888888,20.202020202020204,Implement / Fight
0.8888888888888888,21.212121212121215,Implement / Fight
0.8888888888888888,22.222222222222225,Implement / Fight
0.8888888888888888,23.232323232323235,Implement / Fight
0.8888888888888888,24.242424242424242,Implement / Fight
0.8888888888888888,25.252525252525253,Implement / Fight
0.8888888888888888,26.262626262626263,Implement / Fight
0.8888888888888888,27.272727272727273,Implement / Fight
0.8888888888888888,28.282828282828284,Implement / Fight
0.8888888888888888,29.292929292929294,Implement / Fight
0.8888888888888888,30.303030303030305,Implement / Fight
0.8888888888888888,31.313131313131315,Implement / Fight
0.8888888888888888,32.323232323232325,Implement / Fight
0.8888888888888888,33.333333333333336,Implement / Fight
0.8888888888888888,34.343434343434346,Implement / Fight
0.8888888888888888,35.35353535353536,Implement / Fight
0.8888888888888888,36.36363636363637,Implement / Fight
0.8888888888888888,37.37373737373738,Implement / Fight
0.8888888888888888,38.38383838383839,Absence of Pure Equilibrium
0.8888888888888888,39.3939393939394,Absence of Pure Equilibrium
0.8888888888888888,40.40404040404041,Absence of Pure Equilibrium
0.8888888888888888,41.41414141414142,Absence of Pure Equilibrium
0.8888888888888888,42.42424242424243,Absence of Pure Equilibrium
0.8888888888888888,43.43434343434344,Absence of Pure Equilibrium
0.8888888888888888,44.44444444444445,Absence of Pure Equilibrium
0.8888888888888888,45.45454545454546,Absence of Pure Equilibrium
0.8888888888888888,46.46464646464647,Absence of Pure Equilibrium
0.8888888888888888,47.47474747474748,Absence of Pure Equilibrium
0.8888888888888888,48.484848484848484,Absence of Pure Equilibrium
0.8888888888888888,49.494949494949495,Absence of Pure Equilibrium
0.8888888888888888,50.505050505050505,Absence of Pure Equilibrium
0.8888888888888888,51.515151515151516,Absence of Pure Equilibrium
0.8888888888888888,52.525252525252526,Absence of Pure Equilibrium
0.8888888888888888,53.535353535353536,Absence of Pure Equilibrium
0.8888888888888888,54.54545454545455,Absence of Pure Equilibrium
0.8888888888888888,55.55555555555556,Absence of Pure Equilibrium
0.8888888888888888,56.56565656565657,Absence of Pure Equilibrium
0.8888888888888888,57.57575757575758,Absence of Pure Equilibrium
0.8888888888888888,58.58585858585859,Absence of Pure Equilibrium
0.8888888888888888,59.5959595959596,Absence of Pure Equilibrium
0.8888888888888888,60.60606060606061,Absence of Pure Equilibrium
0.8888888888888888,61.61616161616162,Absence of Pure Equilibrium
0.8888888888888888,62.62626262626263,Absence of Pure Equilibrium
0.8888888888888888,63.63636363636364,Absence of Pure Equilibrium
0.8888888888888888,64.64646464646465,Absence of Pure Equilibrium
0.8888888888888888,65.65656565656566,Absence of Pure Equilibrium
0.8888888888888888,66.66666666666667,Absence of Pure Equilibrium
0.8888888888888888,67.67676767676768,Absence of Pure Equilibrium
0.8888888888888888,68.68686868686869,Absence of Pure Equilibrium
0.8888888888888888,69.6969696969697,Absence of Pure Equilibrium
0.8888888888888888,70.70707070707071,Absence of Pure Equilibrium
0.8888888888888888,71.71717171717172,Absence of Pure Equilibrium
0.8888888888888888,72.72727272727273,Absence of Pure Equilibrium
0.8888888888888888,73.73737373737374,Absence of Pure Equilibrium
0.8888888888888888,74.74747474747475,Absence of Pure Equilibrium
0.8888888888888888,75.75757575757576,Absence of Pure Equilibrium
0.8888888888888888,76.76767676767678,Absence of Pure Equilibrium
0.8888888888888888,77.77777777777779,Absence of Pure Equilibrium
0.8888888888888888,78.7878787878788,Absence of Pure Equilibrium
0.8888888888888888,79.7979797979798,Absence of Pure Equilibrium
0.8888888888888888,80.80808080808082,Absence of Pure Equilibrium
0.8888888888888888,81.81818181818183,Absence of Pure Equilibrium
0.8888888888888888,82.82828282828284,Absence of Pure Equilibrium
0.8888888888888888,83.83838383838385,Absence of Pure Equilibrium
0.8888888888888888,84.84848484848486,Absence of Pure Equilibrium
0.8888888888888888,85.85858585858587,Absence of Pure Equilibrium
0.8888888888888888,86.86868686868688,Absence of Pure Equilibrium
0.8888888888888888,87.87878787878789,Absence of Pure Equilibrium
0.8888888888888888,88.8888888888889,Absence of Pure Equilibrium
0.8888888888888888,89.89898989898991,Absence of Pure Equilibrium
0.8888888888888888,90.90909090909092,Absence of Pure Equilibrium
0.8888888888888888,91.91919191919193,Absence of Pure Equilibrium
0.8888888888888888,92.92929292929294,Absence of Pure Equilibrium
0.8888888888888888,93.93939393939395,Absence of Pure Equilibrium
0.8888888888888888,94.94949494949496,Absence of Pure Equilibrium
0.8888888888888888,95.95959595959597,Absence of Pure Equilibrium
0.8888888888888888,96.96969696969697,Absence of Pure Equilibrium
0.8888888888888888,97.97979797979798,Absence of Pure Equilibrium
0.8888888888888888,98.98989898989899,Absence of Pure Equilibrium
0.8888888888888888,100.0,Absence of Pure Equilibrium
1.1111111111111112,0.0,Implement / Fight
1.1111111111111112,1.0101010101010102,Implement / Fight
1.1111111111111112,2.0202020202020203,Implement / Fight
1.1111111111111112,3.0303030303030303,Implement / Fight
1.1111111111111112,4.040404040404041,Implement / Fight
1.1111111111111112,5.050505050505051,Implement / Fight
1.1111111111111112,6.0606060606060606,Implement / Fight
1.1111111111111112,7.070707070707071,Implement / Fight
1.1111111111111112,8.080808080808081,Implement / Fight
1.1111111111111112,9.090909090909092,Implement / Fight
1.1111111111111112,10.101010101010102,Implement / Fight
1.1111111111111112,11.111111111111112,Implement / Fight
1.1111111111111112,12.121212121212121,Implement / Fight
1.1111111111111112,13.131313131313131,Implement / Fight
1.1111111111111112,14.141414141414142,Implement / Fight
