P,G,Ca,L,R,LR,Cs,I,alpha,offshore_conflict_payoff,surf_conflict_payoff,surf_accept_payoff,fight_minus_accept,offshore_implements,surf_prefers_fight
0.1,1.0,20.0,4.4,100.0,20.0,2.0,22.0,0.1,5.9,1.6600000000000001,17.6,-15.940000000000001,True,False
0.1,1.0,20.0,8.8,100.0,20.0,2.0,22.0,0.1,5.9,1.22,13.2,-11.979999999999999,True,False
0.1,1.0,20.0,19.8,100.0,20.0,2.0,22.0,0.1,5.9,0.11999999999999988,2.1999999999999993,-2.079999999999999,True,False
0.1,1.0,21.0,4.4,100.0,20.0,2.0,22.0,0.1,5.9,0.6600000000000001,17.6,-16.94,True,False
0.1,1.0,21.0,8.8,100.0,20.0,2.0,22.0,0.1,5.9,0.21999999999999986,13.2,-12.979999999999999,True,False
0.1,1.0,21.0,19.8,100.0,20.0,2.0,22.0,0.1,5.9,-0.8800000000000002,2.1999999999999993,-3.0799999999999996,True,False
0.1,1.0,22.0,4.4,100.0,20.0,2.0,22.0,0.1,5.9,-0.33999999999999986,17.6,-17.94,True,False
0.1,1.0,22.0,8.8,100.0,20.0,2.0,22.0,0.1,5.9,-0.7800000000000001,13.2,-13.979999999999999,True,False
0.1,1.0,22.0,19.8,100.0,20.0,2.0,22.0,0.1,5.9,-1.8800000000000001,2.1999999999999993,-4.079999999999999,True,False
0.1,2.0,0.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,21.76,17.6,4.16,True,True
0.1,2.0,0.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,21.32,13.2,8.120000000000001,True,True
0.1,2.0,0.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,20.22,2.1999999999999993,18.02,True,True
0.1,2.0,1.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,20.76,17.6,3.16,True,True
0.1,2.0,1.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,20.32,13.2,7.120000000000001,True,True
0.1,2.0,1.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,19.220000000000002,2.1999999999999993,17.020000000000003,True,True
0.1,2.0,2.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,19.76,17.6,2.16,True,True
0.1,2.0,2.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,19.32,13.2,6.120000000000001,True,True
0.1,2.0,2.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,18.22,2.1999999999999993,16.02,True,True
0.1,2.0,3.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,18.76,17.6,1.1600000000000001,True,True
0.1,2.0,3.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,18.32,13.2,5.120000000000001,True,True
0.1,2.0,3.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,17.220000000000002,2.1999999999999993,15.020000000000003,True,True
0.1,2.0,4.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,17.759999999999998,17.6,0.1599999999999966,True,True
0.1,2.0,4.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,17.32,13.2,4.120000000000001,True,True
0.1,2.0,4.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,16.22,2.1999999999999993,14.02,True,True
0.1,2.0,5.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,16.76,17.6,-0.8399999999999999,True,False
0.1,2.0,5.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,16.32,13.2,3.120000000000001,True,True
0.1,2.0,5.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,15.22,2.1999999999999993,13.020000000000001,True,True
0.1,2.0,6.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,15.760000000000002,17.6,-1.8399999999999999,True,False
0.1,2.0,6.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,15.32,13.2,2.120000000000001,True,True
0.1,2.0,6.0,19.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,14.22,2.1999999999999993,12.020000000000001,True,True
0.1,2.0,7.0,4.4,100.0,20.0,2.0,22.0,0.1,5.800000000000001,14.76,17.6,-2.8400000000000016,True,False
0.1,2.0,7.0,8.8,100.0,20.0,2.0,22.0,0.1,5.800000000000001,14.32,13.2,1.120000000000001,True,True
